title,prediksi_rating
Before the Rain (Pred dozhdot),-0.07688095267978716
Before Sunrise,-0.5248353061545908
Billy Madison,1.1047562846115728
"Babysitter, The",0.034382048048062434
Boys on the Side,0.17544225032743493
"Cure, The",-0.009761270006296403
Castle Freak,-0.0009989136300789755
Circle of Friends,-0.07260230944686237
Clerks,2.1337162618449907
Don Juan DeMarco,-0.0726959858855413
Disclosure,-0.19524506553757467
Drop Zone,0.08942280383075052
Destiny Turns on the Radio,-0.013796253582470348
Death and the Maiden,-0.12362677313321627
Dolores Claiborne,0.03243869313102043
Dumb & Dumber (Dumb and Dumber),1.3058257088994718
Eat Drink Man Woman (Yin shi nan nu),-0.1585045899194943
Exotica,0.04312228885276667
Exit to Eden,0.19698573550807597
Ed Wood,0.7889554534005424
French Kiss,-0.124506936995069
Forget Paris,-0.22740171953840327
Far From Home: The Adventures of Yellow Dog,0.026673582826632913
"Goofy Movie, A",0.33424527960970374
Hideaway,-0.033079401604303456
Fluke,0.0738150413833945
Farinelli: il castrato,0.21642767898106
Gordy,-0.009761270006296403
Hoop Dreams,-0.05964622474197382
Heavenly Creatures,0.16332691438658556
Houseguest,0.04087716212375099
Immortal Beloved,0.030914178005841262
Heavyweights (Heavy Weights),0.0551452469229451
"Hunted, The",0.07322856568657506
I.Q.,0.30290499051730585
Interview with the Vampire: The Vampire Chronicles,0.9917184902370615
Jefferson in Paris,-0.009761270006296403
"Jerky Boys, The",0.0781553676103427
Junior,0.06343963293611866
Just Cause,-0.05340385219533959
"Kid in King Arthur's Court, A",0.24479075464690267
Kiss of Death,0.027485429974923394
Star Wars: Episode IV - A New Hope,4.927450122826328
Little Women,-0.28122636910887117
"Little Princess, A",0.02391628766664367
Ladybird Ladybird,-0.09245681922197976
Like Water for Chocolate (Como agua para chocolate),0.031943384063418276
Legends of the Fall,0.12670206232654854
Major Payne,0.13538366531324095
My Crazy Life (Mi vida loca),-0.0434780481528254
Love Affair,-0.08417869900206111
Losing Isaiah,-0.01308058352435287
"Madness of King George, The",0.04339796859789574
Mary Shelley's Frankenstein (Frankenstein),0.11091711732193127
Man of the House,-0.059679195056931235
Mixed Nuts,0.10087629901105266
Milk Money,-0.024823419256557747
Miracle on 34th Street,0.05406938056965045
Miami Rhapsody,6.9665600029976836e-06
My Family,-0.023485692926576613
Murder in the First,-0.0652571004423052
Nobody's Fool,-0.035199992038222966
Nell,-0.2376885710655113
New Jersey Drive,-0.04575261129063789
New York Cop (Nyû Yôku no koppu),0.0005882013592287467
Beyond Bedlam,-0.0013318848401052978
Nina Takes a Lover,-0.021649369401233652
Natural Born Killers,0.7698915310290708
Only You,0.026519632481142835
Once Were Warriors,-0.029183301923369216
Poison Ivy II,0.08140977728012377
Outbreak,0.5943095900736084
Léon: The Professional (a.k.a. The Professional) (Léon),1.2461511040009015
"Perez Family, The",-0.018622391079904394
"Pyromaniac's Love Story, A",0.11619658535619326
Pulp Fiction,3.3008520813997912
Pushing Hands (Tui shou),-0.013061610443571112
Priest,-0.06516340723297073
Quiz Show,-0.03898706352459448
Picture Bride (Bijo photo),-0.048015126811475496
"Queen Margot (Reine Margot, La)",-0.0776454114471693
"Quick and the Dead, The",0.1092657792490916
Roommates,0.06533067886041061
Ready to Wear (Pret-A-Porter),-0.034642529268295745
Three Colors: Red (Trois couleurs: Rouge),-0.21001135579762925
Three Colors: Blue (Trois couleurs: Bleu),-0.23364826492729002
Three Colors: White (Trzy kolory: Bialy),-0.26647401016688277
Rent-a-Kid,-0.009761270006296403
Relative Fear,-0.0009989136300789755
Stuart Saves His Family,0.007987539253228697
"Swan Princess, The",0.040509475118363954
"Secret of Roan Inish, The",0.17968039268166788
"Specialist, The",-0.0792703646304754
Stargate,2.0143061913817757
"Santa Clause, The",0.5505712697281315
"Shawshank Redemption, The",1.9409471033228098
Shallow Grave,-0.14717287620564312
Suture,-0.036011345108606665
Strawberry and Chocolate (Fresa y chocolate),-0.12132264509029132
Swimming with Sharks,0.18405549379366426
"Sum of Us, The",-0.028865825868311552
National Lampoon's Senior Trip,0.09483114652297038
To Live (Huozhe),-0.08704817948564021
Tank Girl,0.41483598192525356
Tales from the Crypt Presents: Demon Knight,0.06348138084091946
Star Trek: Generations,1.3694775963811856
Tales from the Hood,0.21022092649529311
Tom & Viv,-0.05766071450984029
Village of the Damned,0.23138743283514782
Tommy Boy,1.2604726345469808
Vanya on 42nd Street,-0.0705835403079519
Underneath,0.0309815553343206
"Walking Dead, The",-0.009761270006296403
What's Eating Gilbert Grape,0.7671526378798894
Virtuosity,0.1604020596896997
While You Were Sleeping,0.027950085157655215
"War, The",0.019232084844551942
Double Happiness,0.018803477630590003
Muriel's Wedding,-0.20378821140148556
"Baby-Sitters Club, The",0.05823221864480071
Ace Ventura: Pet Detective,1.0815858089288748
"Adventures of Priscilla, Queen of the Desert, The",-0.055239269774168175
Backbeat,0.10868019331632628
Bitter Moon,0.04011481045341347
Bullets Over Broadway,0.02248763197853768
Clear and Present Danger,0.5080720630268796
"Client, The",0.1208486809187889
"Corrina, Corrina",-0.018334868421006897
Crooklyn,0.003945387042661517
"Crow, The",1.4319617976831713
Cobb,-0.028657135653104553
"Flintstones, The",0.22250392504322508
Forrest Gump,2.7511762372821753
Four Weddings and a Funeral,1.0078612883814606
Higher Learning,0.11206861832905793
I Like It Like That,-0.009761270006296403
I Love Trouble,-0.012499646429425103
It Could Happen to You,-0.02146550435862517
"Jungle Book, The",0.5955367570717968
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",-0.10934624623660598
"Lion King, The",1.497898612603831
Little Buddha,0.019157785253431425
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",0.2915772634064462
"Mask, The",1.518842153629182
Maverick,1.2754498228136562
Mrs. Parker and the Vicious Circle,-0.07688095267978716
Naked Gun 33 1/3: The Final Insult,0.8598091089959996
"Paper, The",-0.0069076853753531255
Reality Bites,0.4208475775750126
Red Rock West,-0.06218602347897715
Richie Rich,0.41168917340301453
"River Wild, The",0.06331887989258368
Speed,1.2698458603777159
Speechless,0.061045279661476555
Timecop,0.608641728975403
True Lies,1.6688400914974573
When a Man Loves a Woman,0.03340631764573131
Wolf,0.08804188918496718
Wyatt Earp,0.12287113174121128
Bad Company,0.07637745356574098
"Man of No Importance, A",0.0013190338284226454
S.F.W.,0.020559985573436926
"Low Down Dirty Shame, A",0.14681143527307375
Boys Life,-0.02795953338865525
"Colonel Chabert, Le",-0.021258684768437845
Faster Pussycat! Kill! Kill!,-0.10274009911851512
Jason's Lyric,-0.0005425704147495953
Street Fighter,0.14158406868647833
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),0.22848222151716804
Federal Hill,-0.021649369401233652
In the Mouth of Madness,-0.02811086985602493
8 Seconds,0.0963149058130047
Above the Rim,0.027821706945398362
Addams Family Values,1.0163873431848864
"Age of Innocence, The",-0.22059795178390712
Airheads,0.4701683832337944
"Air Up There, The",0.3426121538979106
Another Stakeout,0.18858366046796407
Bad Girls,0.0069056168161408795
Barcelona,0.2869162963698484
Being Human,0.05701593317776334
"Beverly Hillbillies, The",0.5087372646973998
Beverly Hills Cop III,0.5894258122372623
Black Beauty,0.16164033130301148
Blink,0.04421995671736685
Blown Away,0.29490056842131834
Blue Chips,0.04163070081698856
Blue Sky,-0.060229606748011776
Body Snatchers,0.26510215883820887
Boxing Helena,0.18424070538117385
"Bronx Tale, A",0.34437286393031685
Cabin Boy,0.14883390617310022
Calendar Girl,0.05219870630935719
Carlito's Way,0.3145925708726426
City Slickers II: The Legend of Curly's Gold,0.337079958410774
Clean Slate,0.3210475413834667
Cliffhanger,0.4017357048664108
Coneheads,0.6214285307780629
Color of Night,0.16576039202866275
Cops and Robbersons,0.014582253963899942
"Cowboy Way, The",0.45026191018983613
Dave,0.48107869683456594
Dazed and Confused,1.190704529030255
Demolition Man,1.3462664764160932
Even Cowgirls Get the Blues,-0.029015250877786232
Fatal Instinct,0.10824546905175267
Farewell My Concubine (Ba wang bie ji),-0.18842742379056268
Fearless,0.12341769391394085
Fear of a Black Hat,0.005837196955982676
With Honors,0.1135710913402798
Flesh and Bone,0.10416576925593664
Widows' Peak,-0.0019642230621840493
For Love or Money,-0.05056187918456748
"Firm, The",-0.14860276980624412
Free Willy,0.2743984863036867
Fresh,0.0917855705832341
"Fugitive, The",2.0796210354808777
Geronimo: An American Legend,-0.08784018908975154
"Getaway, The",0.20446483657868827
Getting Even with Dad,-0.05534448707262542
Go Fish,-0.08306841340793195
Hard Target,-0.03250941802419698
Hot Shots! Part Deux,1.2303601841794227
Live Nude Girls,0.037943473790290484
"Englishman Who Went Up a Hill But Came Down a Mountain, The",0.2321988847166062
"House of the Spirits, The",-0.08560514708376844
House Party 3,0.02401452996574075
"Hudsucker Proxy, The",0.433265431000943
I'll Do Anything,0.11960630810082928
In the Army Now,0.2383595404682489
In the Line of Fire,0.872527243429477
In the Name of the Father,-0.1484856197540162
"Inkwell, The",0.022186911849839053
What's Love Got to Do with It?,-0.24956240646827577
Jimmy Hollywood,-0.05080370458882147
Judgment Night,0.13982883411833277
Jurassic Park,3.340339070117688
Kalifornia,0.016949635138036215
Killing Zoe,0.22316160521427317
Lassie,-0.002865985633249431
Last Action Hero,1.0389098915128796
Life with Mikey,0.16367389329369011
Lightning Jack,0.06406449329715819
M. Butterfly,-0.022364126558656473
Made in America,0.155521561315595
Malice,0.22017728729182323
"Man Without a Face, The",0.021307759279446756
Manhattan Murder Mystery,0.07924573822806695
Menace II Society,0.3957201316177183
Executive Decision,0.5220918581166887
In the Realm of the Senses (Ai no corrida),-0.06001890851434447
What Happened Was...,-0.012444505073697995
Much Ado About Nothing,0.34079463236157365
Mr. Wonderful,0.20599289716087074
Mrs. Doubtfire,0.9814393812070767
Naked,-0.04060401536620558
"Next Karate Kid, The",0.1095197880938424
No Escape,0.11337609424457186
North,0.05052401849609413
Orlando,-0.15247572773632434
"Perfect World, A",0.3510822645840631
Philadelphia,-0.15975217954376603
"Piano, The",-0.15019702611851085
Poetic Justice,-0.009761270006296403
"Program, The",0.01816016491275683
"Puppet Masters, The",0.4200967832644453
Radioland Murders,0.20717452952542156
"Ref, The",0.5871275310339661
"Remains of the Day, The",-0.10684192044063846
Renaissance Man,0.45985813011083915
Rising Sun,0.2506975254109241
"Road to Wellville, The",0.22101289880912242
RoboCop 3,0.3250255205264701
Robin Hood: Men in Tights,1.0259108620623165
Romeo Is Bleeding,0.07167946658553381
Romper Stomper,0.046636332669114024
Ruby in Paradise,0.06151834167747729
Rudy,0.1648292120941427
"Savage Nights (Nuits fauves, Les)",-0.048015126811475496
Schindler's List,2.0973070058987298
"Scout, The",-0.02898809291561154
Searching for Bobby Fischer,0.4718834514273978
"Secret Garden, The",0.09277714816687543
Serial Mom,0.07103677552889895
"Shadow, The",0.2828151746703553
Shadowlands,0.0014072863378847516
Short Cuts,0.031011502537402934
"Simple Twist of Fate, A",-0.011781318957832942
Sirens,0.20990469950647447
Six Degrees of Separation,0.04212375083903003
Sleepless in Seattle,-0.1111695611829542
Sliver,0.11512850731723492
Blade Runner,2.5631054986348527
Son in Law,0.5070214286539461
So I Married an Axe Murderer,1.4011192043808212
Striking Distance,0.1428975707946234
Super Mario Bros.,0.4795975534191073
Surviving the Game,-0.03024242914694013
Terminal Velocity,0.17849540769512814
Thirty-Two Short Films About Glenn Gould,-0.0707356448306593
Threesome,0.06812559774570943
"Nightmare Before Christmas, The",2.0869763102129317
"Three Musketeers, The",0.806794514088354
Tombstone,1.0604911164749236
True Romance,1.7221227754954191
"War Room, The",-0.03803807389789656
"Pagemaster, The",0.4214611125653884
Welcome to the Dollhouse,0.2561209382057337
Germinal,-0.09245681922197976
Chasers,0.044645359939336236
Kika,0.05543999608144853
Bhaji on the Beach,-0.04259834963563575
Little Big League,0.007829626451298286
"Ciao, Professore! (Io speriamo che me la cavo)",-0.08089971681923226
Spanking the Monkey,0.06977959736620767
"Little Rascals, The",0.36290110768092854
Andre,0.2116809336746391
"Escort, The (Scorta, La)",-0.06934261441648473
Princess Caraboo,0.013403757307664648
"Celluloid Closet, The",-0.02176857633478393
Dear Diary (Caro Diario),-0.09245681922197976
"Brady Bunch Movie, The",0.3203795654803852
Home Alone,1.035470895203972
Ghost,0.9230128092683132
Aladdin,1.4657983276051392
Terminator 2: Judgment Day,3.7035207692618113
Dances with Wolves,1.2642631692060284
Batman,2.357769041112366
"Silence of the Lambs, The",3.3929024292507477
Snow White and the Seven Dwarfs,1.2044418130278896
Beauty and the Beast,0.9958588637378969
Pinocchio,1.339359034829753
Pretty Woman,0.11391390903801084
"Wild Bunch, The",-0.14459175223273957
Love and a .45,-0.003247921232800535
"Great Day in Harlem, A",-0.048015126811475496
One Fine Day,-0.1377000452162829
Candyman: Farewell to the Flesh,0.16110930397259893
Fargo,3.562183982328632
Homeward Bound II: Lost in San Francisco,0.27053754421976156
Heavy Metal,1.0288832927942089
Hellraiser: Bloodline,0.11903849296973755
"Pallbearer, The",0.04444642930484919
Jane Eyre,-0.10473054724703956
Bread and Chocolate (Pane e cioccolata),0.05265583630776887
"Aristocats, The",0.7433943835437374
"Flower of My Secret, The (La flor de mi secreto)",-0.030394675323539833
Two Much,0.002190153332801483
Ed,0.13169308488544795
"Thin Line Between Love and Hate, A",0.00734295551397616
"Last Supper, The",0.0026603401585427425
Primal Fear,0.5226803476795474
All Dogs Go to Heaven 2,0.21631050622050643
Land and Freedom (Tierra y libertad),-0.09245681922197976
Denise Calls Up,0.2632730620489818
Theodore Rex,0.023014139396773145
"Family Thing, A",0.008233707666135402
Frisk,-0.0009989136300789755
Sgt. Bilko,0.3330630339133974
Jack and Sarah,-0.022364126558656473
Girl 6,0.013892442561804134
Diabolique,0.04760532749747419
Nelly & Monsieur Arnaud,-0.12846816433058644
Courage Under Fire,0.2895419449947916
Mission: Impossible,2.2872638655100097
Cold Fever (Á köldum klaka),-0.036011345108606665
Moll Flanders,0.01221679151419174
Dragonheart,0.9705205135222699
Eddie,0.10965592512507868
James and the Giant Peach,1.2690139572087515
Fear,0.08751668337328478
Kids in the Hall: Brain Candy,0.3734779450670652
Underground,-0.17270590963665858
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),0.11772407871549506
Song of the Little Road (Pather Panchali),-0.038535986058797246
"World of Apu, The (Apur Sansar)",-0.056266707857168634
Mystery Science Theater 3000: The Movie,1.2218504180645022
Space Jam,1.097479692933938
Barbarella,0.4109806233492493
Some Folks Call It a Sling Blade,0.30869712767655394
"Run of the Country, The",0.06924074152591997
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",0.11426224510343058
It's My Party,-0.015121609001213761
Operation Dumbo Drop,0.22491317424319726
Mrs. Winterbourne,-0.0697289497015992
Solo,0.08106327522078928
"Substitute, The",0.18590958943572555
True Crime,0.11361845863521516
Feeling Minnesota,0.03062031222836611
Delta of Venus,-0.0011594198651917003
Angus,0.40581145890001913
Boys,-0.0225474611838701
"Quest, The",0.03451520685384205
Sunset Park,0.01232799068313823
Mulholland Falls,0.1645607681672862
"Truth About Cats & Dogs, The",0.7584447255962351
Oliver & Company,0.18282033797933547
Celtic Pride,0.22117303415757897
Flipper,0.3044293768635793
Dead Man,-0.03436227018370291
"Horseman on the Roof, The (Hussard sur le toit, Le)",0.07156282360546784
"Visitors, The (Visiteurs, Les)",0.11931747121863845
Multiplicity,0.35717407566851556
Wallace & Gromit: The Best of Aardman Animation,0.7087885535777141
"Haunted World of Edward D. Wood Jr., The",-0.028865825868311552
"Craft, The",0.9182204723051203
"Great White Hype, The",0.0012678830863977885
Last Dance,-0.021649369401233652
Cold Comfort Farm,0.08761237426725269
Heaven's Prisoners,-0.0693525289292975
"Rock, The",2.314637248629295
Cemetery Man (Dellamorte Dellamore),-0.27004198141572583
Twister,1.3218474443501957
Barb Wire,0.39170492024279685
Ghost in the Shell (Kôkaku kidôtai),0.32027180151202816
Thinner,0.3259915051947221
Spy Hard,0.2702226078644428
Wallace & Gromit: A Close Shave,0.4341996924158427
"Stupids, The",0.0018565192393533757
"Arrival, The",0.7078178454092269
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1.4365827452352422
Ashes of Time (Dung che sai duk),-0.024955092122118803
Maya Lin: A Strong Clear Vision,-0.04066804536185326
Stalingrad,0.0005967005780648076
"Phantom, The",0.3773279966907649
Striptease,0.3565859639568763
Heavy,-0.09510257126949814
Jack,0.4851515698553022
I Shot Andy Warhol,-0.018527461406257103
Touki Bouki,0.12186628664511685
Spirits of the Dead,-0.009761270006296403
Trainspotting,1.720694951680747
'Til There Was You,-0.0038394060435332006
Independence Day (a.k.a. ID4),2.8029515672315357
Stealing Beauty,-0.07788557602915791
"Fan, The",0.17249975017948024
"Hunchback of Notre Dame, The",0.7440000772901316
"Cable Guy, The",1.1809018591470792
Kingpin,1.4497297619275682
Eraser,0.9003365167692915
"Nutty Professor, The",1.5082486578802634
"Unforgettable Summer, An (Un été inoubliable)",0.10530922481959278
"Last Klezmer: Leopold Kozlowski, His Life and Music, The",0.004625706453156566
Somebody to Love,-0.10221808922827624
Daylight,0.2650384595865978
"Frighteners, The",0.8199966215044228
Lone Star,0.1221373103050341
Harriet the Spy,0.4344755173602606
Phenomenon,0.4141340709827244
Walking and Talking,-0.048015126811475496
She's the One,0.38222070399887403
"Time to Kill, A",0.3047816079734989
American Buffalo,-0.030482222753292827
Alaska,0.041886941618345115
Fled,0.234045745542959
Kazaam,0.2223095129287181
Larger Than Life,0.2366280710427202
"Very Brady Sequel, A",0.20106620510264903
"Collector, The (La collectionneuse)",0.12186628664511685
Kaspar Hauser,-0.01817641441534703
"Adventures of Pinocchio, The",0.040101460600147604
Joe's Apartment,0.45218787444877534
"First Wives Club, The",0.10924299883620225
Ransom,0.703245218445879
High School High,0.025588684663284837
Foxfire,-0.040470167913100645
Chain Reaction,0.2523280306255729
Matilda,0.6353370722930015
Emma,-0.005865812015092861
"Crow: City of Angels, The",0.3733721565034679
House Arrest,0.20518390850924517
"Eyes Without a Face (Yeux sans visage, Les)",0.017332498503500802
Tales from the Crypt Presents: Bordello of Blood,0.300781673767299
"Spitfire Grill, The",-0.13018241683408105
Escape from L.A.,0.9598424467521327
Basquiat,0.023430443608526655
Tin Cup,0.1712331449356207
"Godfather, The",2.971493890806428
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),0.03690904582759048
Bound,0.6753820421698076
Carpool,-0.0028058432699468094
Kansas City,0.018232194762907467
Gone Fishin',0.03912337411016507
Nothing to Lose,-0.019979816639663125
Supercop 2 (Project S) (Chao ji ji hua),0.028437407156749715
"Relic, The",0.12700422449872714
"Island of Dr. Moreau, The",0.6760844981169144
First Kid,0.08043199508775901
"Trigger Effect, The",0.018366112510626968
Bogus,-0.028280644258573472
Bulletproof,0.17183302422422878
Land Before Time III: The Time of the Great Giving,0.06081928870814189
1-900 (06),0.013567995976273051
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),0.19292992155282737
Twelfth Night,0.11320196977305433
Mother Night,0.08949055146394706
Wild Reeds (Les roseaux sauvages),0.023370988465777797
For Whom the Bell Tolls,0.009881476230283565
"Philadelphia Story, The",-0.12882556920231494
Singin' in the Rain,0.4417396806832183
"American in Paris, An",-0.18597502446193884
Funny Face,0.015932612147563346
Breakfast at Tiffany's,0.07019211970903899
Vertigo,0.7408186543233334
Rear Window,0.8669087548253116
It Happened One Night,-0.049310456157753424
Gaslight,0.0034286095566682965
"Gay Divorcee, The",0.0030206383290076726
North by Northwest,0.9322360428292455
"Apartment, The",-0.011957894905442279
Some Like It Hot,0.41759536402273123
Charade,-0.01560282845134655
Casablanca,0.8327545960231512
"Maltese Falcon, The",0.8969078256528151
My Fair Lady,-0.11611778617217035
Sabrina,0.0345030796725725
Roman Holiday,-0.16953239240684798
"Little Princess, The",0.010903771227251221
Meet Me in St. Louis,-0.09557666738029943
"Wizard of Oz, The",2.2349403837365833
Gone with the Wind,0.4751713366688071
My Favorite Year,0.20680780484227787
Sunset Blvd. (a.k.a. Sunset Boulevard),0.3320641403784315
Citizen Kane,0.9462548155072469
2001: A Space Odyssey,2.3527364235318404
All About Eve,0.06832773852602961
"Women, The",-0.12253631603409951
Rebecca,-0.2495582317896807
Foreign Correspondent,-0.02609148098509951
Notorious,-0.013465325841917251
Spellbound,-0.10636629244058529
"Affair to Remember, An",-0.006636926081429834
To Catch a Thief,0.14951727909465717
Father of the Bride,0.08231540320659061
"Band Wagon, The",-0.09282963112815447
Ninotchka,-0.1976194801449467
Love in the Afternoon,-0.08510973777235746
Gigi,-0.06671706139177075
"Adventures of Robin Hood, The",0.21659395778570822
"Mark of Zorro, The",0.006647203894047745
Laura,0.0921262034700072
"Ghost and Mrs. Muir, The",0.10624030568344064
Lost Horizon,0.1300632290667395
Top Hat,-0.15172546576717522
To Be or Not to Be,-0.055603116619717036
